"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Liechtenstein","Switzerland","Spain","Portugal","Germany","Poland","Austria","Hungary","Czechoslovakia","Italy","San Marino","Malta","Albania","Croatia","Yugoslavia","Bosnia and Herzegovina","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Marshall Islands","Federated States of Micronesia","Samoa"
"Egypt",989.472,26.9175,0.003,8.1037,0,0.1628,0.138,0.1288,0.001,0.112,0,0.0102,0,0.001,0.017,1.3275,0,4.565,0.165,0.015,0.001,0,2.181,0.168,4.2218,0.1023,0,0.045,0.0461,130.5112,0.0025,0.072,16.474,82.695,5.312,119.2138,40.2272,197.7586,91.6147,5.8154,55.9828,0,279.8118,255.7281,258.2823,595.3105,76.6889,62.2849,40.166,38.92,628.3456,0,1.3183,9.929,0,86.9015,0,0,208.3443,7.9109,73.495,0.15,106.1191,208.645,1.5872,0,0.5196,7.0868,6.515,0.0377,9.033,1.687,119.7868,130.278,10.1836,79.0855,2.0047,0,0,0.1397,0.0484,0.0517,0.1606,0.3587,0.2002,1.5693,0.0604,0.0828,0.0044,0.4573,15.239,0.0253,2.884,0.0435,0.619,3.1505,0.6161,0.0746,0.0605,0.1371,5.4123,1.7817,51.9453,1.2818,0,0.599,0.666,2.8533,1.8923,0.825,1.028,73.0757,5.7579,2.738,0.612,0,0,0,0,0.0377,0.119,0.3213,0,9.203,51.185,19.5404,12.9409,28.4949,2.019,67.005,0.0091,0,23.7939,6.6479,46.982,5.04,142.8727,24.8206,28.817,3.0765,7.2508,42.297,4.4816,0.424,0,9.001,0,0.0081,11.113,182.922,0.019,142.123,0.001,8.066,265.8386,473.3468,0.014,22.8783,9.398,0.031,32.07,9.027,0.0692,18.9471,0.055,0,1.806,129.3783,32.0443,0,4.419,81.0229,265.9041,0,17.619,0,0,0.005,0,0,0
"Syria",167.7521,10.1907,0,0.9842,0,9,0,0.0166,0,0,0,0,9,0,0,0,0,0,0.023,0,0,0.315,0,0.189,0.1276,0,9,0,1.3505,26.201,0.1405,0,0.27,24.2093,9,8.4576,2.0335,95.5559,91.4642,5.8058,294.54,0,27.5227,85.8312,7.982,361.0205,27.1683,5.9448,30.2436,51.6899,148.3665,0,0.2502,0,0,20.3522,0,0,9.0149,49.4251,84.6392,0.1,119.2509,143,0,0,0,0,9.618,0,0,0,10.8787,43.2968,0.7931,9.9526,0,0,0,0,0,9,0,0.055,0,0.0049,0,0.2248,9,0.0142,0,9,13.035,9,0,0,0,9.003,0,0,0,0,0.117,0,0,9,0,0,0,9,0,0.0009,0.504,0,9,0,0,0,0,0,0,0,0,10.0274,15.3622,17.1832,13.3449,2.4531,5.467,162.9194,0.1649,23.7939,0,396.3078,8.879,9,95.2721,1.5377,58.278,1.0623,10.952,22.2314,2.314,9,0,0,0,0,0,91.6395,0,0,0,87.6,338.7304,25.3106,0,2.3333,23.6,9,21.9787,0,0,21.1915,0,9,0.012,18.6305,26.2518,0,0.385,11.74,4.2144,9,7.033,0,0,0.003,0,0,0
"Lebanon",313.17,23.2191,7.2695,0,0,0,0,0.0025,0.002,0,0,0,0,9,0,3.3638,0.0001,0.085,0,0,0,0.5764,0.0203,0.458,0.308,0,0.0039,0,0.3784,53.3687,0.0058,0.0229,0.7548,4.5188,0.187,158.13,17.4951,87.9219,108.3239,6.876,307.6407,0,61.0215,81.0196,18.5456,269.0048,13.8578,25.3542,32.69,83.2964,551.9991,0,0.4441,0,0,18.5824,0,0,89.8718,122.7382,5.133,0.2,94.8373,22.2,0,0.2215,0,0,0.5,0,0,0.242,25.4846,8.506,1.4828,32.1022,0.0018,0,9,0.0028,0,0,0,0.9297,0.0216,0.0638,0,0.8391,0,0.2824,0,0.0461,0.1526,0.6093,0,1.7049,0.3179,0.0097,0,0.0944,0,0,0.3738,0.0062,0,9,0,0.4763,0,0,0,0.408,0.6,0,18.9087,9,9,0,9,0.0314,0,0,0,1.1365,13.974,1.5294,17.1425,5.8609,19.97,8.9,0,6.6479,396.3078,0,28.8461,0,74.1096,1.8648,0,9.9854,12.033,60.1762,0.0802,0,0,0,0,0,0,68.0098,0,87.5866,0,70.08,148.2434,9.3101,9,6.7243,0.3416,0.0503,4.7883,9,0,52.7486,0,9,0,11.031,45.5549,0,1.9303,10.5707,1.379,0,0.6907,9,0,0,0,0,9
"Jordan",343.361,14.6893,0,0.581,0,0,0.043,0.0118,9,0,9,0.0083,0,0,0,0.99,0,0.963,0.048,0,0,0.253,0.0505,0.523,0.302,0,0,0,0.2468,26.7639,0.044,0.0005,0.166,21.678,0.047,122.777,7.4218,59.4197,65.2013,4.1387,111.5656,0,34.7071,52.2206,1.2181,266.6325,2.4844,32.8795,14.967,18.2009,153.4424,0,0.2366,0.208,0,1.0207,0,0,1.583,5.2615,37.666,0.1,38.9096,36.487,0,0.4389,0,8.7391,0.001,0.0209,9.0002,0,7.1284,30.4125,1.535,16.8891,0,0,0,0,0,0,0,0.0004,0,0.0015,0.0084,0.1948,0,0.3903,0,0,0.043,0,0,0.0912,0,0,0,0,0,1.84,2.5722,0.0022,0,0,0.0209,0.2288,28.211,0.1001,0,0.0222,46.2325,2.525,0,0,0,9,0,0.1559,0.0891,2.5692,0.071,3.285,2.033,4.5531,0.0227,9.5962,22.198,118.275,355.5214,46.982,8.879,28.8461,0,0,39.391,20.4469,1.299,8.4593,12.8367,46.238,0.4519,0.488,0,0,0,9.227,0.0529,51.136,0,62.287,0.076,45.924,170.3235,111.4447,0,5.1441,2.7207,0.164,2.067,9.038,4.6541,40.1103,0,0,0.063,12.5607,1.0527,0.039,4.752,37.0739,17.9259,0,18.493,9,0,0.004,0,0,9
"Israel",676.1999,8.6252,0.35,0,2.64,2.42,2.53,0.3357,0.393,0,0,0.0923,0,0,0,41.026,0.0036,7.047,0.107,2.2,0.7,4.38,5.3576,10.13,11.5251,0.11,0,15,4.1147,9.1236,0.1833,1.1278,21.46,1.735,47.22,509.2631,8.719,258.1316,1513.9972,96.103,83.0311,0,1096.0762,48.9317,26.2391,1381.7701,5.2413,5.1484,4.3,11.8455,844.8198,0,0.7797,9,0,22.01,0,0,26.1597,4.3339,3.942,1,12.116,70.3,0.33,0.77,0,4.94,0.229,0,0.1,0.4251,53.9309,201.8489,20.4782,97.9887,5.0737,0,0,9,0,0,0,0.0126,0,0,0,0.9552,0.33,0.177,0.9,0.22,3.427,0.11,2.3,24.89,36.6,0.0067,0,0.2811,1.1,0,1.7846,0.66,0,0.1,9,0,0.3423,0,0,0.1537,7.9313,0.22,145.2,9,0,0,0,1.7447,9,6.8109,9.0195,0,0,0,0,0,0,17.476,9,5.04,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.11,2.97,33.607,0,150.5,0,10.3,302.8239,37.0933,0,0,0,0,0.184,0,0,38.9784,0,0,0,0,15.7979,0,94.187,1.7027,71.774,0,23.514,9,0,0,0,0,0
"Saudi Arabia",3788.6332,194.5682,2.9303,0.4083,9,0.3893,0.2131,0.259,0.0015,0.1509,0,0.0044,9,0,0,32.5971,0,27.8983,2.2342,0,0,1.3877,0.9162,36.3437,8.663,1.9818,0,8.6708,1.4343,1296.5949,0.2315,0.0447,29.4701,12.5537,10.2275,1768.3735,136.7628,1721.688,100.9425,6.4075,1193.232,0,1348.9246,694.3666,145.5005,1194.7151,20.0309,86.7285,19.5228,47.9696,458.4015,0,1.2701,1.4716,0,36.5516,0,0,203.74,11.7094,6.076,18.1551,75.5887,32.1558,0,7.3668,0.2208,9,1.2782,9,0,2.3875,69.1901,170.4395,29.9058,132.1945,1.0742,0,0,0,0,0,0,1.0714,1.3394,0.3475,0.1851,3.3634,0.6259,0.0898,0,0,2.6812,0,0,150.4286,0.5362,0,0,12.2331,0,5.5418,38.4728,126.0686,0.3792,0.01,48.9795,29.2862,104.2848,0.1458,10.366,25.2909,1.1683,0,0,0.917,1.4403,0.3514,21.466,41.9486,0.6018,2.1846,1.0272,314.9653,12.7863,11.8115,1.0832,47.2248,281.5623,1305.9197,0,142.8727,95.2721,74.1096,39.391,0,0,180.3714,395.0929,1629.732,26.5272,154.9613,40.4819,5.8206,9.1517,0,0.157,0,9,579.0125,0.3856,720.592,21.6135,2907.5188,5553.4922,1238.6457,0,313.7047,104.4019,0.2539,4.2919,0.049,3.3831,192.5978,3.8196,0,2.2021,13.6604,3139.0303,0.1792,834.8108,502.2627,410.9914,0,130.2171,0,0,0.069,0,0,0
"Yemen",191.7867,11.92,0,0.051,9.0001,9,0,0.0005,0,0,0,9,9,0,0,0.0571,0.0029,0.01,0,0,9,0,0,0.9247,0,0,0,0,0,54.2476,0.0084,9,3.4698,0.0702,0.067,46.3427,3.8924,111.3003,82.992,5.268,24.9129,0,6.9792,3.2707,6.1027,219.3621,1.139,67.1455,6.2197,3.9864,107.8258,0,0.2092,9,0,0.0374,0,0,14.252,3.4778,0.2538,0,13.7998,5.6,0,0,0,9,9.791,0,0,0,2.2017,3.6901,3.8326,17.66,0,0,9,9,9,0,9,0,0,0,0.0264,0,0,9.1841,0,0,0.191,0.0007,0,0.0182,9,0,0,0,0,0,4.996,0.0104,0,0,36.3267,15.9533,8.3499,0,0,0.0037,2.6296,0,0,0,9,0,9,0.0762,9,1.5421,0,0.3956,0.0021,0.0862,0.9899,6.6576,0.0931,100.4204,0.0013,24.8206,1.5377,1.8648,20.4469,9,180.3714,0,1.4605,13.9707,0.563,210.1208,0.1662,0,0,0,0,0,0,2.0855,0,21.5475,0.7132,20.1654,14.9044,35.2041,9,3.1981,1.158,0,13.3585,9,9,92.6096,9,9,0,106.3022,71.3565,9,0.0062,10.8046,51.1971,9,0.0425,9,9,0,0,0,9
"Kuwait",1168,43.4223,0,0,9,9,0,0,0,0,0,0,0,0,0,3.2093,0,0,0,0,9,0,0,0.31,0,0,0,0,0.131,34.1771,0.0284,0,1.2882,36.7,0.197,134.1418,21.8765,196.3688,52.8268,3.3532,216.9788,0,124.5756,68.0382,7.369,606.2688,8.3549,34.3872,11.6,10.8923,350.5419,0,1.2836,0,0,6.3,0,0,8.2086,10.257,1.3,0,5.1014,1.1,0,0,0,0,10.145,0,0,0,26.2341,72.2106,6.2839,54.6513,0,0,0,0,0,0,9,0.0103,9,0,0.0567,0.0076,0,9.0087,0,9,0.036,0,0,0,0,0,0,0,0,0,2.0951,0,9,0,0,0,0,0,0,12.1239,0.3264,0,0,0,0,0,0,0.0129,0,0,0,33.5403,0,0.4977,0,0,23,20.535,0,28.817,58.278,0,1.299,0,395.0929,1.4605,0,0,6.7582,29,5.1209,0,0,0,0,0,0,121.382,0,203.1448,0,205.9,277.2287,796.8836,0,126.675,6.808,0,2.157,0,0,20.5798,0,0,0,63.5156,276.2734,0,70.717,52.9105,65.3435,0,12.8,9,0,0,0,0,0
"Bahrain",466.49,2.0993,0,0,0,0,0.6377,0.0047,0,0,9,0,9,0,0,0,0,0.017,0,0,0,0.3652,0,0.037,0,0,0,0,0,31.306,9,0,4.2695,4.1404,0.0462,233.7763,10.1423,45.4922,6.1402,0.3898,126.8143,0,144.7464,19.9311,1.9384,205.4,0.2233,7.8514,0,0.9768,72.8407,0,2.6609,9,0,1.1773,0,0,4.0355,3.3794,0,0,0.33,0,0,9,0,0,0,0,0,0,4.1535,5.6013,6.3461,18.069,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0143,0,0,9,0,0,0,9,0,2.2204,2.3076,0,9,0,15.2667,0,0,0,0.0142,0.0056,0,14.7132,0,0,0,9,0.2055,9,15.421,30.4428,0.0056,0,2.6278,0.2068,0,2.55,0,0,3.0765,1.0623,9.9854,8.4593,0,1629.732,13.9707,0,0,20.6381,24.8108,20.4237,0,0,0,0,0,0,8.9155,9,14.6408,9,111.6,70.6064,319.8016,0,86.2769,3.3516,0.0536,13.2001,0.001,0,15.8437,0,0,0,9.5711,92.5589,0,3.4483,0.0708,34.5206,0,7.8547,0,0,0.001,0,0,9
"Qatar",152.6363,13.1091,9,9,0,9,0,0,0.001,0,0,0,0,0,0,0,0,9.593,9,0,0,0.311,9,0,0,0,9,9,0.0022,60.93,0.1161,0,3.453,7.0879,0,207.3899,5.3992,27.0732,27.8144,1.7656,91.6291,0,23.2425,13.6695,1.281,130.7183,0.8279,8.022,0,1.6,118.464,0,0.7807,9,0,11.6845,0,0,4.763,3.786,0,0,0.2,11.6,0,0,0,0,0,0,0,0,2.8053,17.9725,2.1334,12.6913,0,0,0,0,0,0,0,0.0022,9.0004,0,0,0.0089,0,9,0,9,0.004,0,0,0.1277,0,0,0,9,0,0,2.4028,24.7937,9,9,0,9,0,9,9,0,0,0,0,0,0,9,9,0.02,0,0,0,17.245,0,0.3313,0.0231,0.1238,9.7198,8.2692,0,7.2508,10.952,12.033,12.8367,0,26.5272,0.563,6.7582,20.6381,0,9.2692,3.2928,9,0,0,0,0,0,44.4977,0,75.3355,9,318.3594,1870.0715,63.1569,0,125.2734,2.0309,9,0.686,9.002,0,0.0506,9,0,9.005,6.5275,199.055,9,72.659,8.1917,40.9872,9,3.3856,0,0,0,0,0,0
"United Arab Emirates",669,66.7245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0.447,0,0,0.0011,0,0.5321,29.3354,0.0096,0,23.43,16.572,10.944,760.3046,32.4128,127.3436,41.7593,2.6507,632.473,0,293.4453,203.7515,32.903,1248.3021,13.4538,73.3002,21,15.7846,666.9287,0,7.1741,9,0,32.2878,0,0,24.2232,15.5375,0,0.1,4.1971,93.4,0,0,0,0,0.167,0,0,0,7.0506,123.6902,28.5679,96.7829,0,0,0,0,0,0,9,0.1735,0.0034,0.1545,0.0038,1.9613,0,9.0109,9,9,0.955,9.0462,0,0.1419,0,0,0,9,0,8.34,294.2734,42.9737,2.9503,2.71,6.3433,5.3559,0,0,1.1,0,0.5442,0,1.6545,0,0,0,0,2.7223,9,8.8671,0.6004,257.7836,1.182,2.9533,1,3.1913,1364,232.188,0,42.297,22.2314,60.1762,46.238,0,154.9613,210.1208,29,24.8108,9.2692,0,1050.8545,1.4014,0,0,0,0,0,1019.482,0,310.9457,0,467.8,6842.4609,102.9274,0,85.8868,86.4562,0,2.24,3.869,0,76.8419,0,0,0.022,259.4655,391.9123,0,226.765,305.3388,140.5599,0.0582,82.538,9,0,0.026,0,0,9
"Oman",53.6962,14.6703,9.0007,0.0138,9,0,0,0,0.0015,0,0,0,0,0,0,0.2166,0,0.6974,0.1629,0,0,3.1005,0,0,0.0001,0,0,0,0,17.464,0.146,0,3.6378,3.7947,0,174.2373,5.9358,115.3383,23.0471,1.4629,109.2812,0,35.1482,10.8497,0.8035,178.5755,0.3235,10.2403,1.4464,0.9173,55.7137,0,1.492,9,0,1.6377,0,0,1.0795,1.7782,0.0851,9,0.0273,0.9732,0,0,0,0,1.147,0,0,0,7.6014,24.309,3.6486,23.4929,0,0,0,9,0,0,9,0.213,0,0,0,0.025,0,0.004,0,0,0.003,0,0.0016,0.0844,0,0,0,0,0.1118,0.1985,2.4272,30.4228,0.2818,0.0766,0.4632,0.0003,0.0726,0,0.0125,0.0813,0.186,0,0.1905,0,9,1.4441,0.3004,0.239,0,1.4332,0.013,0.1231,0.0234,0.7227,1.4167,0.9518,108.4751,13.3287,0,4.4816,2.314,0.0802,0.4519,0,40.4819,0.1662,5.1209,20.4237,3.2928,1050.8545,0,0,0,0,9,0,0,430.4706,9,338.9716,9,1278.7015,1089.5754,77.4488,0,16.3734,1.3845,2.5413,0.6519,0.08,0.0286,207.9573,0,0,0.2476,23.9564,202.6134,0.0303,2.0545,3.9743,74.3066,0.0066,2.3781,0,0,9,0,0,9
"Afghanistan",1.87,0.1289,0,0,0,0,0,0.0174,0,0,9,0,9,0,0,0,0.0003,9.011,0,0,0,9,0,0.0264,0,9,0,0,0,0.0176,9.0119,0.0297,1.064,0,0,1.2881,1.126,2.0975,9.7604,0.6196,24.9323,0,3.3554,1.215,0.0004,3.6039,0.3047,0.8787,0,0.4048,0.9086,0,0.0276,0,0,0.6687,0,0,0.0288,0.0556,0,0.1,1.1,129.9,0,0.341,0,0,2.598,0,0,2.06,6.3636,0.6551,0.7547,0.2776,0,0,0,0,0,0,0,0,9,0,0,0,0,0.0003,0,0,0,0.2372,0,0,0,9,0,9,9,0,9,0,9,9,0.0021,9,0,0,0,0.0095,0.0001,0,0.4238,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.424,9,0,0.488,0,5.8206,0,0,0,9,1.4014,0,0,0,0,0.1,0,0,23.9143,0.2,101.7657,0,33,94.716,31.2195,0,11.0088,0.1878,0,2.0394,0,0,6.8056,0,0,0,10.3857,57.0421,0,0,2.111,0.062,0,0.146,0,0,0,0,0,9
"Turkmenistan",35.54,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5004,0,0,19.322,0,0.156,0.031,0.6599,24.7275,11.4103,0.1506,0,14.2408,28.839,0,0.0006,0,0,0,0,0,0.0198,0,0,0.2,12,0,0,0.1957,0,0,13.119,0,0,28.8707,23.7121,0,0,0.8314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,0,0,0,0,0,0,0,9.1517,0,0,0,0,0,0,0,0,0,15.4,0,0,4.0399,0,0.1735,0,0,4.7894,0,0,0.0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.005,0,0,0,0,0,0
"Tajikistan",8.9527,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9.0015,1.1085,0,0,6.6903,0,0.3095,0.0192,0.0731,13.0741,24.0361,2.7283,0,5.0465,3.9674,0,0.1398,0,0,0,0,0,9,0,0,0.1,9.1,0,0,0.8391,0,0,4.067,0,0,32.2003,0.7966,0.3164,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.3453,0,2.1577,0,0,9.3135,0,0,0.0989,0,0,0,0,0,0,0,0,9.216,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"Kyrgyzstan",22.4,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8.4,0,1,0.2821,0.0179,0.2799,0,4,0.9,0.001,0.3,0.0068,1,3.7,0.7711,1.1,0,0.034,0,0,0.7,0,0,0,0.1,0.8,0.1,0,77.7,0,1.2474,0,13.2,2.792,0.1,0.5,0.5617,0.0545,0.0687,0,0.0341,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0.157,0,0,0,0,0,9,0.1,15.4,1,0,7,27.6,10.566,0.2,0,3.1,0.5,2.5,0.7,0,0,9,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Uzbekistan",56.4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2915,0,0,14.2335,0,1.6366,0.7301,2.262,48.845,3.894,1.2904,0,26.1956,26.0117,0,0,0,0,0,0,0,0,0,0,3.6,11,0,0,6.4982,0,0,34.79,0,0,2.1039,8.0313,2.8634,0,2.0967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0081,0,0,9.227,0.11,0,0,0,0,0,0,0,0,0,0,7,0,0,28.7564,0,9.9954,0,3.6,6.0816,0,0,0.8545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"Kazakhstan",7.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10.3799,0,0,10.9833,0,0.8789,0.3456,0.631,58.8703,0,0.6096,0,20.3236,2.3201,0,0.0034,0,0,0,0,0,0.0506,0,0,3.1,14.4,0,0,5.0158,0,0,27.467,0,0,4.4343,1.5245,5.5022,0,1.3145,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.084,0,0,0,9,0,0,11.113,0,0,0.0529,2.97,9,0,0,0,0,0,0,0,0,0,27.6,0,0,103.7621,2.7,2.4431,0,6,18.0634,0,0,0.1281,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448,0,9,0,0,0,0,0,0
"China",18509.7979,318.9857,1.7644,46.4293,0.1408,22.1866,9.3203,11.9899,6.0211,7.101,0.0843,2.3809,0.059,0.35,0.0462,43.725,1.9232,2.1874,2.366,8.797,25.084,10.063,1.3754,13.533,2.4284,5.4054,2.0158,0.8057,294.84,464.7776,7.5104,14.076,262.902,29.72,83.51,664.5988,127.0819,426.2296,69.3857,4.4043,2002.2692,0,101.5978,1265.8854,86.524,3469.9168,60.8744,225.295,21.577,110.8516,1037.7104,0,22.9884,1.5459,0,56.5047,0,0,223.6327,40.526,13.865,10.719,136.2687,1842.7449,9.806,1.2494,3.0329,35.924,45.569,1.1781,0.9637,0.3694,2.6392,255.458,194.2558,418.5627,10.7598,0,0.0286,2.6433,0.1202,56.9618,28.9307,23.703,16.2434,16.0924,7.9526,54.0147,33.6433,2.6116,127.2668,7.5361,51.141,81.1664,5.6412,94.1181,46.5538,1.0812,0.1673,1.1976,2.9504,7.8092,15.9889,118.0815,8.1341,10.367,4.6439,17.4862,2.1195,20.0876,32.191,11.4285,75.8888,0.5395,0,0.101,4.785,3.621,1.86,9.3352,3.4248,54.0935,3.3238,105.437,154.361,25.5179,5.4959,38.8167,234.024,63.817,0.1306,182.922,91.6395,68.0098,51.136,33.607,579.0125,2.0855,121.382,8.9155,44.4977,1019.482,430.4706,23.9143,4.0399,1.3453,10.566,28.7564,103.7621,0,9.7,5192.5902,440.5103,1101.8359,3286.348,87.1632,0.03,329.5762,209.0997,153.6719,117.251,0.02,37.8544,795.3897,13.8691,26.9447,40.862,145.2599,1015.2754,44.962,28.639,802.6317,194.0378,82.1154,37.046,7.7407,1.3728,12.338,0,0,5.1705
"Mongolia",5.6,0.8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,2.075,0,0,9,0,0.015,0,0,9,9,0,0,9,9,0.009,0,9,2.1512,0.0022,1.266,2.0969,0.1331,1.3068,0,4.7095,0.0857,0.0107,17.8874,1.0757,19.3022,1.9,1.1518,5.3541,0,0,9,0,1.7493,0,0,0.049,0,6.8,0,0.1197,34.5,0,0,0,0,1.261,0,0,0.0262,1.9618,0.0164,0,2.7874,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0.071,0.0128,0,9,0,0,0,0,9,0,9,0,0,0,0,0,0,9,0,0,0.019,0,0,0,0,0.3856,0,0,9,0,0,9,0.2,0,0,0.2,0,2.7,9.7,0,2.5,0.9,5.7,2.426,2,0,0.1274,0,9,0,0,0,0.106,0,0,0,0.1158,5.8,9,0,0,0.0495,9.0418,0,0,0,0.022,0,0,0
"Taiwan",10601.2,1459.3609,1.7407,0.3449,2.6893,78.2775,11.4195,13.3246,4.3368,0,0.8909,4.3963,0,0,0.1757,553.6727,4.591,38.4953,11.191,20.566,0,46.446,27.4243,32.824,113.4926,2.871,3.0768,18.3258,48.4814,431.5319,7.5538,50.7498,330.72,0,16.15,1491.9817,108.0827,543.7759,153.24,2.8455,932.5233,0,192.2624,985.245,126.5991,1550.3833,29.6581,389.6203,0,65.6582,422.2279,0,18.8999,0.0974,0,0.6802,0,0,153.2521,61.1858,6.9781,0,9.0041,43.6,0.2629,5.5773,0.0882,20.7124,33.078,0.0432,0.0527,0.1537,40.8469,145.7022,186.9338,111.7144,12.1473,0,0.8171,3.3817,0.0873,6.1534,3.5568,6.7435,0.7783,1.2195,0.0831,11.2233,6.5496,2.4171,51.8077,3.7473,0,3.9294,12.6751,208.0482,30.6309,0.0375,3.3022,1.5339,0.4723,1.5721,11.883,27.5744,0.9876,0,0.927,13.3126,1.0027,9.2654,1.7,3.3525,19.6035,4.3856,0,0,0,0,0,5.4746,0.3555,59.435,0,31.986,0,23.1945,24.197,10.1824,94.9,44,0.3047,142.123,0,87.5866,62.287,150.5,720.592,21.5475,203.1448,14.6408,75.3355,310.9457,338.9716,101.7657,0.1735,2.1577,0,9.9954,2.4431,5192.5902,2.5,0,2.2506,948,11717.1627,97.7054,0,0,0,19.681,0,0.289,6.8602,1629.7477,1.588,1.7884,5.422,975.331,327.407,81.18,672.758,13.0198,189.9885,1.9796,7.971,0.1862,0.5209,16.598,0,0,0.4399
