"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Germany","Poland","Austria","Hungary","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Kiribati","Fiji","Tonga","Nauru","Marshall Islands","Palau","Federated States of Micronesia","Samoa"
"Japan",66480.582,3218.3057,162.1847,10.6805,36.7973,247.4846,147.6158,131.3228,83.0777,7.4897,11.0014,19.8401,7.4175,0,6.623,3930.8907,67.0428,101.724,46.7954,109.5906,92.5544,168.4568,186.9979,260.6808,61.8818,9.2491,0.9666,142.5974,47.0005,144.8797,139.7203,48.3148,1837.076,545.9136,36.2827,9501.5606,662.8574,7935.5162,2365.9204,156.2074,887.2802,0,0,1094.9019,2276.1346,0,926.6248,11346.341,847.0589,213.4111,825.6875,522.4475,177.3465,464.5469,0,72.0531,0.4516,14.4523,127.4691,0,22.6147,166.2163,1006.5634,241.7209,30.7996,5.6136,72.0939,3311.3389,184.822,1.6277,62.6895,26.7764,27.5492,1.6146,6.108,55.3564,657.278,370.895,38.2679,1008.2359,14.978,0,1.2639,1.3791,50.2725,13.6942,7.3992,45.6519,28.8348,91.2101,19.3839,112.6002,44.87,4.9077,886.7652,1.3506,30.7485,14.9187,60.9724,63.7421,20.2752,4.1737,0.6088,0.9563,12.637,33.4671,146.7339,110.944,1.1886,5.9234,0.4433,25.6398,27.9032,0,5.2628,26.0203,66.7325,91.9126,6.5496,219.3127,0,1.0596,0.5247,7.6586,2.3778,0.5891,118.9462,0.74,135.0341,256.779,211.4262,46.8922,42.375,2589.136,1241.8599,668.5907,384.9569,133.8334,253.8055,155.4765,187.7852,5816.6421,5.0624,2086.3578,50.3729,3181.9207,6111.789,992.9148,71.9753,63.8013,0.5639,11.3678,58.8614,34.9956,10027.746,102.0511,16263.522,38.4094,8003.627,0,272.2612,0,501.5022,452.1933,102.0652,391.9731,9.375,23.8536,3379.9297,39.1311,11.3825,354.1515,2689.107,13067.5697,947.387,827.8408,9704.2937,3123.9126,287.4444,101.0107,80.3879,39.462,1.7409,12.0133,6.9112,1.0822,0,0,0,19.885
"India",6015.1997,370.5631,1.3475,1.075,3.3,9.5513,4.2153,12.0634,1.2891,0.1244,0.025,0.6278,0.021,0.225,0.1243,160.0889,0.0915,12.245,11.5225,2.578,2.15,3.8182,2.2107,48.0036,20.45,1.2125,1.98,3.5125,7.5819,104.2716,1.5941,7.04,23.12,228.9891,13.5163,281.1953,47.3152,354.5757,2062.423,5.5025,407.9223,0,0,2369.475,450.959,0,132.3733,346.509,129.8195,27.0494,48.757,30.1963,10.6077,479.8023,0,8.8315,0.4729,3.7221,20.5,0,0,11.8487,76.6922,27.8385,17.79,0.4041,14.025,70.407,5.735,0.3002,10.9182,82.4,16.2546,3.8931,1.2925,2.6667,92.1087,63.3576,57.7454,61.1,4.8033,0,0.0275,23.1125,0.0275,7.6767,10.5825,38.3763,19.4826,9.0475,6.066,49.8585,11.7083,5.1275,2.28,3.1475,58.57,7.5563,4.5433,2180.1951,1.36,0.1375,5.6375,22.1875,4.22,42.7775,111.4075,29.9535,2.6013,3.9875,16.03,12.5825,64.3425,0,7.205,11.325,11.9471,17.927,18.92,1469.5649,5.6,0.175,2.125,0.45,6.7551,1.5675,183.7744,9.0406,386.15,16.4407,149.9437,9.255,65.3875,857.9,145.9064,136.8375,111.7956,44.944,31.035,206.3982,69,1980.7261,146.13,1524.4439,334.09,109.353,50.8674,108.9511,8.06,9.075,1.3677,3.125,1.5125,17.975,1094.3158,1.535,89.175,25.665,535.575,272.2612,0,6.925,29.3722,949.5228,135.74,469.028,39.3827,19.275,139.7906,8.85,1.485,127.048,1390.072,757.7656,6.204,84.1453,650.9167,686.8559,3.765,9.7742,5.2275,2.18,0.025,15.9225,0.0563,6.3,0,0,0,0.335
"Bhutan",0.3,0.0029,0,0,0,1.0024,0,9,9,0,9,0,9,0,0,0,0,9,0,9,9,9,0,0.0033,0,0,9,9,0,0,9,0,0.01,0.0002,9,2.1703,1.2392,0.194,0.1717,0.0018,0.7889,0,0,2.4,0.0059,0,0,0.929,0.0299,3.7555,0.072,0,0,0.257,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.0072,0,0.0026,0.2313,0.1149,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,9.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9.0001,0,0,0,0,0.0032,0,0.0988,0,0,0,0,0,0.0005,0,0.0189,0,0,0,0,0,0,9,0,9,1.0752,0,0,0,0,0,6.925,0,0.0085,3.6622,0,0,0,0,0,0,0,0,0.8753,0,0,0.0987,0.0002,0.0073,9,0.0033,0,0,0,0,0,0,0,0,0,0
"Pakistan",1217.8168,100.8935,0.0109,0,0.9676,7.8969,0.7693,4.5338,0.2865,0.0004,9,0.4504,0.013,0,9.0086,10.4059,0.024,15.7248,4.0155,0.6757,1.0753,0.3147,0.665,5.6704,5.7016,0.4933,0.2397,0.2491,0.8513,9.6117,0.1129,1.9043,32.8808,113.3855,2.4738,139.1011,20.1138,48.7354,31.6969,0.0255,104.6578,0,0,383.8707,89.5281,0,67.1953,109.3695,3.431,4.4324,9.6432,10.9261,1.1782,38.2343,0,2.1442,0.0726,0.5977,2.9664,0,0.3285,2.3928,27.485,2.8515,1.1574,0.4092,2.4209,74.7184,4.1207,0.2052,1.1784,12.5663,4.9024,0.4261,0.0184,1.4754,0.0341,11.3818,27.1671,30.5573,0.9731,0,9,1.671,0.4095,0.2668,0.0616,0.5356,5.5953,0.6086,10.4734,17.6781,4.4575,0.0344,14.4191,0.1223,2.9014,1.8072,10.2212,35.2733,0.4817,3.8515,0.5087,3.1663,0.0314,2.9037,132.7486,3.0002,3.2237,7.7792,2.6039,2.8838,3.2023,0,0,22.6,0.3418,2.9525,3.8789,12.9292,9,0.0128,0.4132,0.009,10.0096,2.2641,28.0167,0.1531,31.5815,1.6337,8.5631,7.1392,3.2199,70.5574,122.0273,6.3479,26.3567,14.6483,12.4989,34.9973,0,742.7961,4.4791,818.1799,56.9735,20.5549,183.9724,6.1638,50.1741,1.2726,1.2157,0.103,56.8927,1.2978,394.3895,0.1933,0,0.3085,141.6707,501.5022,29.3722,0.0085,0,57.2317,5.7092,58.1378,1.5838,1.1095,125.2278,0.4838,0.8884,0.1964,512.71,235.8616,1.2189,7.9566,52.9188,254.8674,0.0669,11.374,9,0,9,1.0713,0,0.5045,0,0,0,0.7241
"Bangladesh",1605.241,23.4047,4.0461,9.0227,3.0803,0.173,0.0842,0.0275,0.0081,0.2965,0.7721,0.1374,0,2.4306,9.0041,3.8608,0.6466,0.2356,0.0953,9.0382,9.2568,0.4391,0.1954,0.189,0.0521,0.0607,0,0,0.3405,13.5258,0.0144,0,1.8443,85.43,13.6226,160.844,11.083,142.2143,162.1349,1.0037,229.237,0,0,83.0786,56.0026,0,4.0475,420.4631,14.6337,12.4648,2.2102,3.7353,0.4517,183.9187,0,2.5957,0.8889,0.1464,0,0,0,1.4845,2.7032,5.3545,2.5339,0.1242,0.6997,65.6347,0.41,0.0906,0.5227,0.3801,5.8045,0,0.058,1.1906,8.5899,26.6632,1.5354,6.6682,1.215,0,9,9,9,0.0887,0.4461,0.0094,4.8051,0,0.0808,2.4434,0.0007,0,5.1613,0.1157,3.9151,1.9392,0.2564,2.8012,0.7693,0,0,0,9,1.1616,2.3805,0.7476,0.2569,0.0356,0.1333,0.4338,0.5254,0,9.0669,0.5,0.0169,0.2445,0.0522,3.8154,0,0,9,1.6797,0.0097,9,0.2044,0,0.5218,0.7346,2.4755,0.4516,10.9156,4.6033,2.6148,5.4227,0.4143,19.5085,1.02,0.738,0,94.1794,1.6604,69.316,0.3795,4.9748,98.9588,0.333,0.3757,3.2424,0.6598,0.3928,16.7793,1.1601,890.6274,0,359.1635,54.775,277.3417,452.1933,949.5228,3.6622,57.2317,0,12.4055,2.6108,0.536,3.1714,99.5337,0.593,0.271,1.8416,82.3899,599.4636,1.3872,3.4225,152.5469,183.4838,0.2038,4.4338,0.9778,1.047,1.15,0.188,0,0,0,0,0,0.2434
"Myanmar",231.09,20.2492,0,9,0,0.0844,0,0.0854,0,0,0,0.04,0,0,0,0,9,9,0,9,0,0.0049,9,0.0709,0,0,0,9.0024,0,0.3663,0.0225,0,0.037,4.6511,9.139,25.2567,0.7029,15.2557,0.9666,0.3957,48.8034,0,0,4.08,7.7119,0,0.5757,1.6909,0.053,0.3715,3.3241,0.9184,4.7293,6.0083,0,0.0027,0,0,0,0,0,0.2291,0.9989,1.0382,0.1433,0,0.02,0.0596,0.056,0,0.0188,0.66,9,0,0,0,0.3676,0.207,0.4462,6.6552,0.0678,0,0,0,0,0,0,0,0.031,9,0,0,9.0245,9,0,0.5184,2.2284,0,0,0.2372,0,9.2704,0,9,9,0,0.0441,0.0184,0,0,0,0,0,0,0,9,0,0,0,0.3456,1.2645,0,0,0,0,9,0.8624,0,0,0.0187,0.1023,0,0.0047,0,0.179,0,0.1837,9,0.24,0.0005,3.74,1.3659,0.6107,1.8257,0.3576,0,13.622,0.0841,0,0,0,0,0,0,378.8577,9,88.4167,0.9919,190.32,102.0652,135.74,0,5.7092,12.4055,0,0.4763,0,0,322.4351,0.181,0,0.447,200.3297,360.9301,0.2349,4.2934,62.4333,2.2813,0,4.2108,0,0,0,0.0157,0,0,0,0,0,0
"Sri Lanka",1653.7166,45.2595,0,0,0,12.7456,0.8387,1.0847,0.7739,0.0339,0,0.1219,0.024,0,0.0175,40.4819,0.041,3.1995,0.3267,0.3395,0,0.1166,1.023,5.6682,0.3471,0,0,1.2688,2.2977,23.6044,0.2611,0,0.3482,31.3718,1.8416,311.5793,10.1234,21.4839,51.0837,5.2374,18.3184,0,0,50.7721,11.0007,0,5.2825,124.8438,22.0615,1.8133,2.5639,5.1451,0.8069,8.6017,0,0.5264,0,1.5559,0,0,0,2.1411,3.0924,6.4466,3.6772,0.2918,0.353,34.9372,0.8,0.7203,3.4189,13.3,0.7141,0,0,3.8074,5.5515,14.9331,4.3965,2.4041,0.1765,0,0,0,0,0.0156,0,0.0432,0.3154,0.1189,0.0065,0.1384,0.3941,0,0,0,0.0896,0.005,11.0151,0.166,0,0,0,0,0,0,0.9405,0.0958,0,0,0,0,1.3443,0,0,0,0.0909,0.2032,0.0452,19.3583,0,0,0,0,0.0002,0,0.8391,0.4867,0.816,0.4889,13.8679,14.1705,0.1149,55.5682,4.5894,15.5763,11.907,44.4808,8.4656,11.8404,11.3323,21.2424,1.6816,2.2972,40.3582,10.5811,22.8501,4.9537,0.2666,0,0.3693,2,0,4.4,569.2773,0,334.5562,0.0024,325.5742,391.9731,469.028,0,58.1378,2.6108,0.4763,0,25.0716,1.7409,79.6317,0.05,9,3.1229,163.0146,413.5515,0.0256,7.1855,169.8747,56.4095,0.3379,60.3785,0,0,0,1.0872,0,0,0,0,0,0
"Maldives",49.4734,3.0151,9,0,0,9.0483,0,0,9,9,9,9,0,9,0,0.002,0,0,0,0,9,9,0.0061,0,0,0,9,0,0,0.0666,0,0,0.2,0,0,4.9753,0.1465,2.7591,0.4596,0.0159,19.4192,0,0,3.2794,0.2976,0,0.0212,3.6592,0.3063,0.4285,0.005,0.0283,0.0001,5.9192,0,0.3128,9,0,0,0,0,0,0.1993,0.0054,0.0079,0.0002,0,0.0791,0.002,0,0,0,9,9,0,9,0.215,6.1562,1.3223,1.7309,0,0,0,0,0,9,9,0.0126,9,9,0,0,9,0,0,0,0.1999,0,0,0,9,0,0,9,0,0,0,0.6449,0,0,0,9,0,0,0,0,0.0459,0.0147,0,2.4939,0,0,0,0,9,0,0.0074,0,0,0.0711,0.0501,9,9,9,1.3804,9,9,0,0.04,9,0,0.3843,9,0.0039,0.0538,0,40.8579,0.052,0,9,9,9,9,0,5.831,0,0.5451,9,0.8199,9.375,39.3827,0,1.5838,0.536,0,25.0716,0,0,2.3441,0,9,0.336,26.4647,109.7369,0.0007,0.1135,13.639,4.9705,0,4.5186,0,9,0,0,0,0,0,0,0,0
"Nepal",168,2.3093,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0.0015,0,0,9,0,0.0317,0,0.0036,9,0,0,9.008,0.033,0.2178,0,0,1.124,196.3204,0.013,5.5542,0.3734,3.756,1.3037,0.0012,1.9251,0,0,3.24,2.9813,0,0.424,84.2276,0.0312,1.3865,0.0922,0.16,0.2249,2.5396,0,0.0016,0,0,0,0,0,0.3974,0.1651,0.0006,0.0361,0,0,3.7837,0.03,9,0.0196,0.66,0.01,0,0,0,1.2699,1.2459,1.4725,1.7243,0.0014,0,0,0,0,0,0,0.0003,0,9,0,0,9.013,9,0,0,0,9.0017,3.0063,0,0,0,0,0,0,0,0,0.0003,9,0,9,0,9,0,0,0,0.021,0.0906,0,0,0,0,0,0,0,0,0.0014,0,0.2114,0.0001,0.1433,0,0,0,0.2946,0,0.0165,0,0.06,0.0889,2.99,30.4544,0.0026,25.6494,1.6619,24.304,69.2416,0.0515,0,0,0,9,0,0,313.9203,0.41,1.9866,0,29.04,23.8536,19.275,0,1.1095,3.1714,0,1.7409,0,0,16.8032,0.04,0,0.2084,11.5594,94.3089,0.0169,0.141,7.3753,6.8048,0,12.6672,0,0,0,0,0,0,0,0,0,9
"Thailand",8582.2021,782.0944,0.5926,5.8077,2.2962,7.6891,12.8359,19.7856,2.7415,1.5111,0.254,1.7285,0.1364,0,9.0631,266.2331,10.07,8.4562,7.9517,6.6162,5.6075,2.2129,59.2298,20.2297,5.5404,1.6577,2.2695,2.0315,56.2965,86.2904,2.1965,4.8996,12.0718,81.4343,1.154,1450.4437,14.5744,1507.5904,498.7489,1.9965,216.5748,0,0,189.0947,526.71,0,129.0285,603.91,117.2422,8.5604,147.3536,55.7826,12.9789,408.9374,0,2.0903,0.0026,1.2523,9.94,0,0,8.9567,139.3933,52.7912,8.5229,1.7341,13.3736,234.324,2.2411,0.2445,1.7992,122.4703,0.273,0.582,0,1.8025,137.75,0.2753,47.3379,96.6445,9.9948,0,0.0293,10.8407,0,1.8959,29.4096,78.9219,10.0938,5.5957,0.6786,72.212,10.1494,11.3772,2.9711,0.0654,23.7468,0.9683,13.564,212.1213,6.5624,0.3341,4.8774,40.6762,0,5.5584,0.3158,12.8917,0.28,0.339,10.5865,7.7371,2.2241,0,10.6384,2.8807,53.4016,21.2922,1.0209,52.2951,0.451,0.0281,0.3521,8.4049,1.6768,5.0455,28.8608,2.0656,25.4927,8.0024,17.8365,0.7053,2.1432,118.2529,131.3796,37.3122,52.9203,37.9617,74.283,24.0435,17.0502,412.8087,604.385,142.3397,18.4633,281.1367,247.8345,1028.8738,8.0491,0.6587,1.1019,7.0966,13.4113,63.8265,2537.7497,0.4754,319.8204,34.3719,702.4214,3379.9297,139.7906,0,125.2278,99.5337,322.4351,79.6317,2.3441,16.8032,0,180.4599,395.2654,332.2122,44.5598,2266.6484,96.452,4.2765,173.2679,585.8396,13.9353,29.4589,0.3677,11.1344,0.009,20.835,0.3636,1.3763,0,0,0,1.9408
"Cambodia",581.8,4.3778,0,9,0,0.0217,0,0,0,9.0007,9,0,0,0,9,0.22,0,9.022,0,0.0012,0.03,9.017,0.02,0.0217,0.1,9.02,9,9,0,4.0546,9,0,0.06,0.1741,0.031,48.6896,6.4933,14.5597,9.4426,0.3215,15.7648,0,0,13.28,15.6573,0,0.5371,69.764,0.9084,4.3821,0.288,0.3876,0.1243,6.502,0,0.0156,9.05,0.1134,0,0,0,0.0918,1.7895,0.3377,0.159,0,1.52,8.1108,0.44,0.0304,0.0734,0.48,0.0793,0,0,0.0031,1.184,7.0639,1.5392,2.757,0.1071,0,0,0,9.01,9.05,9,0.0009,0.0104,0.01,9,0.0039,0,9,0,0,9.011,9.0208,0,0.022,9,0,9.01,9,9,9,9,9.0028,9,0.01,0,0,0,0,0.011,0,0.0297,0,0,100.0379,9,0,0,0.76,0.0122,0,0.0123,0,0,0.084,0.0167,0,9.088,0.02,0.2004,9.04,0.1033,0,0.13,0,0.42,0.06,0,0.2204,0.022,9,0.206,0.0338,0,0,0,9,0,0,205.8845,0,139.85,1.306,75.06,39.1311,8.85,0,0.4838,0.593,0.181,0.05,0,0.04,180.4599,0,0.308,72.883,39.1676,18.0003,0.0071,3.0505,49.435,5.712,0,0.3203,0,0,0,0,0,0,0,0,0,0
"Laos",12.69,2.1006,0,0,0,9.0941,0,0,9.0001,0,9,0,0,0,9,0,0,0,0,0,9,0.001,9,0.0123,0,0,0,0,0,0.0605,9,0,0.033,0.1195,9.0036,5.0945,1.1962,6.624,14.5981,0.0114,12.4584,0,0,1.9875,4.6042,0,0.3577,20.1648,0.0953,0.5032,1.085,1.0964,0.1294,5.646,0,0.0098,9,0.0082,0,0,0,0.1023,0.3076,0.0134,0.052,0.0002,0.04,4.8126,0,0.0153,0.0728,0.22,0,0,0,0,1.45,2.021,2.9453,0.3907,0.0194,0,0,0,0,0,0,0,0,9,9.0861,0,0,0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,9,0,9,0,0,0,0,0.001,0,0,0.1085,0,9,0,9,9,0,9,0,9,1.5491,0.0023,9,0,0,0.2977,0,0.0082,9,0.04,0,0,0,9,0.1916,0.0007,0,0,0,0,0,9,0,0,0,26.0998,0,1.8571,9,10.68,11.3825,1.485,0,0.8884,0.271,0,9,9,0,395.2654,0.308,0,15.5958,1.4023,28.5598,0,0.1125,1.7474,2.0039,9,0.049,0,0,0,0.021,0,0,0,0,0,9
"Vietnam",329.897,94.2162,0.1331,40.6524,0.0845,0.4433,0.1107,0.36,0.0742,0.0015,2.02,0.0311,0.0144,0,0.0153,13.669,1.22,2.6972,0.5053,0.0284,0.539,0.4429,3.4628,3.5303,6.911,0.0066,0.4224,1.0072,1.5527,18.4742,0.057,0.7469,18.055,12.1539,0.0803,384.6643,1.8147,271.6195,286.0067,1.0855,170.221,0,0,30.982,156.6222,0,7.8941,744.124,92.3831,4.6768,10.008,39.3669,4.3892,180.9418,0,0.415,0.489,0.3056,0.496,0,0.1309,4.8703,18.7983,2.2267,12.901,0.0998,9.198,225.6156,2.47,8.263,4.346,30.901,2.115,0,1.4641,0.2911,3.81,6.1979,41.3822,35.527,1.8763,0,0,0.0066,0.11,2.6855,5.782,35.2223,2.279,0.1144,1.132,9.784,4.6073,0,0.4312,0.568,9.1806,0.2135,1.91,2.571,0.5035,1.6643,0.0249,1.0571,0.0176,1.1132,0.6621,19.4424,0.171,2.4885,0.0451,0.4378,0.2299,0,7.4107,1.354,1.9293,2.2978,0.0407,13.8568,0,0.316,0,0,3.546,0,2.856,0.0187,1.3945,12.5483,1.5648,0.1089,0.5643,15.901,8.0255,232.3235,3.6992,5.241,4.38,1.0801,0.476,8.3468,2.49,43.8189,0.7787,0,10.5476,1.4934,0,1.764,2.0379,0,8.5744,4.835,624.1678,1.71,883.9871,4.2988,1221.834,354.1515,127.048,0,0.1964,1.8416,0.447,3.1229,0.336,0.2084,332.2122,72.883,15.5958,0,56.9024,1353.8883,0.3606,161.8813,317.7979,728.221,2.2308,28.3857,0.063,0.0176,0.09,0.1738,0.024,0,0,0,0,0
"Malaysia",10340.853,1141.7717,1.0805,0.429,4.5772,2.4288,3.862,5.082,1.9648,0.2256,0.0455,0.3985,0.9275,0.2301,0.2608,1041.0244,0.6274,2.153,0.893,5.5704,0.7273,2.4104,4.6241,22.0197,11.4296,2.3474,0.3138,10.0447,17.242,163.6798,1.9408,3.5277,48.4448,13.3109,9.0044,1833.2893,228.3308,3432.9506,292.8964,1.3547,155.6832,0,0,770.4898,237.5355,0,48.4024,677.1993,161.3226,8.2349,186.0636,121.0831,32.6303,80.3027,0,38.4598,0.4265,0.4273,0.7956,0,0.1564,26.6328,65.6792,17.7834,5.8036,0.4516,10.8889,231.5623,5.0453,8.7926,5.5195,4.0255,6.0669,0.2525,0.4185,1.1519,19.1871,217.8667,74.637,53.9841,2.9056,0,0.0483,0.1386,0.2377,0.7154,9.8498,2.4177,0.5842,3.9484,0.2412,7.8991,1.6484,5.156,2.4908,0.3085,14.4009,8.5424,3.6335,50.9078,0.8538,2.4521,0.0918,1.6578,0.4166,0.2506,28.7285,17.9143,0.0003,1.0933,3.6378,6.8454,4.6844,0.0373,1.4553,1.1859,22.8705,0.8289,0.489,155.4631,2.6002,3.6033,0.5708,1.0268,6.533,0.1,74.5391,5.096,12.3559,29.5982,10.2822,0.1575,32.6485,51.5858,169.9929,18.468,183.6221,46.0165,45.3614,12.9644,83.3,49.8977,67.7993,42.6421,26.2294,10.3606,675.7488,10.374,6.5203,0.0858,0.0651,0.4586,0.5595,4.7263,3711.6177,1.8482,369.2276,5.095,260.4014,2689.107,1390.072,0.8753,512.71,82.3899,200.3297,163.0146,26.4647,11.5594,44.5598,39.1676,1.4023,56.9024,0,8126.841,212.6483,656.3361,1151.004,803.16,26.6024,42.9456,0.7473,1.4262,0.0857,19.2341,0.8626,0.0026,0,0,0,0.4594
"Singapore",423.311,500.9966,79.3064,0.0367,0,0.2996,1.7708,2.9699,0.6541,0.0104,9,0.363,0.1274,18.0187,9.0035,2.5143,0.1025,10.5903,4.3045,10.5065,0,17.4537,17.4017,20.6814,17.3264,3.4205,0,0.0736,3.7786,16.4011,0.3414,4.4008,101.0886,49.898,2.2305,1237.872,1036.5918,1796.5847,91.3795,24.2016,498.9719,0,0,1568.6831,208.1694,0,23.4587,662.2268,28.4571,167.9749,180.1863,15.0339,21.3395,797.5925,0,73.5849,0,1.5492,35.872,0,0,6.4526,4.4513,4.3998,0.8347,0.0078,4.0846,90.8459,1.55,1.3369,3.0577,54.5529,2.7446,0.5948,0,41.329,253.3511,523.8837,73.6813,207.0642,3.4264,0,0,0,0,0.4131,9,1.3851,3.0698,0,0.1088,0.2737,5.6762,17.0994,234.1837,0,27.5321,0.7144,2.0023,162.2311,18.8972,0,0,0.0698,3.6979,0,14.4962,0.3103,0.0525,0,0,20.0233,3.0373,0,15.5499,2.4209,2.2742,5.8622,0,46.1546,0,0,0,7.3373,12.488,0.6956,32.8713,32.1438,18.0943,9.9983,18.9208,12.5832,9.8368,583.9538,19.2602,0,62.4596,13.9704,18.8333,4.7743,119.6661,3102.4356,126.1858,1045.8145,135.7661,599.3887,262.4027,141.6998,12.8154,3,0.0925,0.6,0,1.3726,2943.7042,8.4122,1142.2979,50.0686,1859.6604,13067.5697,757.7656,0,235.8616,599.4636,360.9301,413.5515,109.7369,94.3089,2266.6484,18.0003,28.5598,1353.8883,8126.841,0,224.0284,1194.4233,2404.5616,1490.5317,149.4278,99.0602,8.0682,26.302,0,51.7667,0.29,0,0,0,0,2.0536
"Brunei",248.7981,3.2579,0,9,0,0.2615,0.0118,0,0.0052,0,9,0,0,0,0,0.0793,0.0269,0.0021,9,0,0,9,0.0005,0.0003,0.0181,0,9,0.002,0.1444,0.1062,0.0356,0,0.1262,0.3082,0,56.5582,1.1037,12.5526,2.0815,0.1433,22.9874,0,0,2.4079,1.0332,0,0.0389,26.7189,0.0383,2.5033,0.0063,0.0007,0.0016,7.8674,0,0,9,0,0,0,0,0.006,0.0578,0.0068,0.0009,0,0.0512,0.1074,0.02,9.7853,0,0.0003,10.5026,0,0,0.0025,1.0555,1.7076,0.1729,2.631,9,0,0,9,0,0,9,0,9,0,9,0,0.0001,9,9.0013,0,0,9,0,0.0003,0,0,0,0,0,9,0.0117,0.0005,9.031,0,0,9,0,0,9,0,0.0458,0.0005,9.0128,7.333,0,0,9.0185,9.0566,0.0017,0,0.0195,0,0.0196,0,0,0,0,0.6172,0.1004,0.0097,1.1412,0.121,0.0075,0.1023,0.083,0.6924,9,0.0017,3.9575,0.0407,0.2134,0.0324,0,0,0,0,0,0,57.9651,9.0012,18.0415,0.2324,266.9837,947.387,6.204,0,1.2189,1.3872,0.2349,0.0256,0.0007,0.0169,96.452,0.0071,0,0.3606,212.6483,224.0284,0,2.9093,21.8742,27.7508,0.0063,20.5573,0,0,0,0.0409,0,0.0576,0,0,0,9
"Philippines",6331.4889,574.3944,0.6746,0.6034,3.0689,1.2052,0.5296,0.5095,0.6163,0.0169,0,0.5722,0.0003,0.1327,0,388.2745,0.0566,0.2391,0.0329,0.7301,0.2541,9.1862,6.3139,1.7071,1.9898,0.3065,0.1065,0.2337,24.6261,35.5631,0.213,0.7741,34.8816,3.2698,1.706,1319.378,9.2672,2061.8703,31.8291,0.9318,195.7918,0,0,122.4231,4.8819,0,13.1726,697.0849,55.8726,18.1705,81.5421,12.5881,12.1602,56.4834,0,6.9026,0,0.1143,0.0818,0,0.0509,2.6362,3.2434,2.6331,0.1976,0.0132,3.8058,69.4533,0.31,0.0653,0.5845,14.2376,1.1053,9,9,0.0509,115.6218,59.5553,13.7672,9.2354,0.8156,0,0.1127,0.0002,0,0.0215,3.8981,0.1925,0.0715,3.4738,0.0437,2.2433,0.0329,0.7367,0.1837,0,0.1397,13.0934,0.5821,17.2523,0.2722,0,0,0,0,0.0203,0.241,0.628,0.444,0,0.0279,0,0.6576,0,1.2143,0.2814,0.0006,15.0735,0.5088,7.6225,0.0709,0.1384,0,0.3878,0.1299,0.0221,3.15,0.0872,0.3013,1.0793,1.4024,1.2641,0.0236,665.7779,14.548,29.0091,3.9336,0.1417,4.0452,3.5336,1.9688,766.5769,0.0863,7.7929,2.9145,26.7031,270.6563,124.9601,0.0324,0,0.0463,0,0.8737,0.0353,237.687,0.0231,1378.9308,0.0011,1564.1899,827.8408,84.1453,0.0987,7.9566,3.4225,4.2934,7.1855,0.1135,0.141,4.2765,3.0505,0.1125,161.8813,656.3361,1194.4233,2.9093,0,649.3552,462.5867,49.9743,108.3583,0.0467,17.2165,0,1.0485,0.1214,4.5914,0,0,0,0.0022
