"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Germany","Poland","Austria","Hungary","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Marshall Islands","Federated States of Micronesia","Samoa"
"Seychelles",13.8115,1.2248,0.0193,0,0,9,0,0,0,9,9,0,9,0,0,0,9,0,0,9,9,0,9,0.293,0,0.0351,0,0,0,0.425,9,9,0,0,0,20.8811,0.6342,3.606,0.3557,0.0243,12.2504,0,0,0.8438,0.4723,0,0.0697,6.6752,0.089,0.2473,0,0,0.0009,3.3681,0,0.0001,0,0,0,0,0,9,0.212,0.002,0,9,0,1,9,0,0,9,9,0,0,0,0.569,1.9625,0.1517,0.1848,0,0,0,9,9,0,0,0,9,9,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,9,9,0,3.4141,0,9,0,0,0,0,0,0,0,0,0.3238,0.0351,30.291,0,0,0,0,0.5786,0,3.3425,0,0,0.006,0.0193,0,0,0,0,0,0.0527,0,0,0,9,0,31.2456,0,0.0386,0,0.4246,0,9,0,0,9,0,0,2.5282,0,0,9.0193,0,13.5007,4.9958,0,1.2545,0,0,0,0,0.0579,13.2196,0,0,9.009,2.7855,29.721,0,0.084,0,3.4991,0,0.1039,9,0,0,0,0,0
"Morocco",491.146,48.2292,10.2725,1.072,0,1.119,0,4.9622,0.078,0,9,0,0,0,0,45.0016,0,0.558,6.54,4.7,0,1.4278,0.1121,9.877,1.9634,0.529,0,0,1.7617,93.0603,0.101,0,1.77,48.867,5.185,89.6094,9.2581,26.339,10.6704,0.7295,346.825,0,0,49.2934,295.2105,0,18.8012,134.3427,48.854,17.2806,1.409,15.044,2.6564,124.1836,0,0.2016,0.786,0.951,5.773,0,0,0.054,2.615,0.0417,0.7237,0,9.491,65.571,0.0425,0,0,1.703,5.698,0,0.237,0.2068,5.3764,94.3694,17.2469,11.5313,0.2663,0,0,0,0,0.9284,3.9149,5.6862,20.5944,7.4622,0.4061,16.7922,5.1194,0.173,47.2714,0.8107,0.745,1.8463,36.2901,11.7094,14.6767,0.6248,0.624,6.3326,4.3381,0,0.0184,0.757,0.104,0,0,0,0,0,1.1099,0.802,0,1.5781,0,11.127,0,0,0,0,0.627,0.6413,1.7566,0,0,26.342,11.0232,137.0463,0.667,102.607,18.312,0,10.1266,0.7247,1.4155,2.4535,0,331.4698,0.1275,81.4147,0,0,112.222,0.0978,0.419,0,9,0,0,0,102.385,0,0,9,23.875,148.8739,112.761,0,24.4903,2.124,3.0976,2.283,0,0,6.01,0,9,0,11.4848,15.969,0,0.558,14.7406,6.565,0,5.9563,0,0,0,0,0,0
"Algeria",399.346,56.7062,9.6001,47.5668,0.0121,0.6897,0,0,0,0,0.09,0,0,0,0,5.898,0,0,0.016,0.054,0,0,0.1404,5.309,0.85,0,0.012,14.598,12.457,506.4431,0.1278,45.1935,0.007,2.887,0,161.6812,10.6374,665.3825,300.2426,20.5274,866.1432,0,0,42.1676,134.5068,0,284.1048,944.3919,23.942,32.6129,6.582,26.48,3.4998,989.1873,0,4.123,0.0681,0,0,0,0,40.478,9.63,8.9178,26.6812,0,1.662,141.013,0.0062,0,0,0.021,0.044,0,0,0,30.8893,44.5581,3.7299,2.7512,0.01,0,0.0011,0.001,0,0,5.1919,0.5901,0.004,34.4575,3.0495,13.9735,0,0.1073,11.5445,0,0.309,0.0066,0.02,0.012,4.406,0.001,0,0.5855,0.206,1.1176,0.0061,0,0,4.353,0,9,0.059,0,0,0,7.033,4.9079,0,0.837,0,0,0,0,0.166,0,0,0.006,26.342,0,23.4834,2.806,0.902,6.882,86.474,0,48.1936,10.0692,4.1995,1.0344,0,15.523,0.009,0,0.019,0.008,0.238,0.0846,0.001,0,0,0,0,0,113.383,0.029,0,2.049,0.623,288.7162,18.0657,9.003,0.3403,0.7268,2.59,0.048,0.0012,0,15.5932,0.028,0.005,13.147,36.5291,91.6814,0,16.761,216.0018,24.5166,0,96.728,0,9.001,0,0,0,9
"Tunisia",314.8645,27.858,0,0.005,0,0,0.3815,0.0144,0.005,0,0,0.0011,0,0,0,1.0919,0,0,0,0,0,0.0424,0,0.04,3.4332,0.0168,0,1.844,0.083,35.4876,0,0.47,3.3354,37.0501,0.0428,81.1475,1.3519,9.3763,28.595,1.955,627.678,0,0,65.163,87.4368,0,0.5444,74.1082,30.1064,6.4522,10.7426,20.367,2.667,527.1936,0,5.1247,0,0,0,0,0,2.278,39.2547,1.3311,4.0936,0,0.4488,97.0561,0.0499,0.0058,0,0,0.016,0,0,0,45.0338,71.338,1.99,2.0988,2.0391,0,0,0.1072,0.035,0.3477,5.2169,0.0948,1.342,0.4109,0.0035,20.8605,1.8461,0.107,0,0,2.8091,0.0987,9.3321,0.1438,0.2809,0.0005,0.292,0.0812,0.1106,0.1492,0.19,0,0,0.0993,0.0044,0.0735,0,0,0.0132,0,0,3.0566,0,0,0,0,0,0,1.3193,0.0472,0,0.0193,11.0232,23.4834,0,155.0476,0.7571,4.9069,4.9176,7.6539,19.4169,0.5313,1.4879,0.5583,0,6.0538,0.1145,0.9925,4.8763,0.4503,2.6062,0.6507,0.0212,0,0,0,0,0,19.0672,0,23.4642,0.5739,25.6715,132.3181,32.0195,0,0.6557,2.6481,0.0566,3.5243,0.7668,0.392,6.8598,0,0,0,8.0691,11.9992,0,0.35,3.3279,0.4794,0,3.301,0,0,0,0,0,0
"Libya",0.22,74.386,0,31.8162,0,0,0,0,0,0,0,0,0,0,0,1.6698,0,0,0,0,0,0,0,2.1054,1.5477,0,9,0.8813,0,67.9613,0,0,2.5725,14.7322,1.7424,216.9579,33.7017,218.7252,12.0745,0.8255,57.2112,0,0,101.9905,817.2321,0,158.4274,748.3811,58.9963,31.609,3.32,0.0371,0.9849,2101.7416,0,25.5467,0,19.884,0,0,0,15.726,277.9886,18.3499,16.1615,0,3.34,9.27,0.032,0,0,0,0,0,9,0,13.2911,30.6602,8.6614,23.7336,0,0,0,0,9.2575,0,0.0033,0.0017,0.039,0.5781,0.7942,0.0191,0.099,0.0005,0,0,0.0274,0.0127,0,0.3991,0,0,0,0,0,0,0.0333,0,0,0,0.0056,9.0145,0,0,0,0,0,0.507,0,0,0,9,9,0,0.0115,0,0,0,137.0463,2.806,155.0476,0,181.7565,0.88,137.5,0,41.2086,17.1456,17.3969,18.4245,0,2.4937,0.5562,0,0.2095,0.0221,2,3.6122,0,0,0,0,0,0,71.5239,0,31.3161,1.9898,183,169.9984,25.0844,0,5.8473,0.3605,0,17.0137,9,0,28.2019,2.5868,9,0.2442,11.1388,22.6925,0,0.485,11.6735,10.5995,0,4.6437,0,0,0,0,0,9
"Sudan",45.45,3.8506,0,0,0,9,0,0.0011,0,0,9.0591,0,0.0228,0,0,0,9,0,0,0,0,0,0,0.0162,0,0.0018,0,0,0,2.31,0,0,0.0065,0.121,0,62.8412,2.8127,18.6313,8.059,0.551,64.0658,0,0,13.3863,0.7936,0,0.8074,19.7154,6.4036,4.1687,0,0.4082,1.4389,13.547,0,0.2651,0.0069,0.619,0,0,0,0.48,3.3599,1.6603,6.6394,0,14.3,1.21,0.2259,9,0,0,0.2024,0,0,0,0.1768,5.5778,0.2599,11.624,0,0,0,0,0,0,9,0.0003,0,0,0,0,0,0,9,0,0.0167,0.1354,0,0.253,9,2.8396,0.159,0,0,0.1216,31.223,3.7619,0,0,0.2853,0,0,0,0,0,0,1.5465,0.0033,8.5265,0,9,0,0,0.0089,0,0,0,0.667,0.902,0.7571,181.7565,0,7.02,3.035,0,21.1984,4.2929,6.9745,4.0836,0,69.926,6.6254,0,0,0.1351,3.483,0.7855,0,0,0,0,0,0,32.9788,0,3.0566,0,13.44,14.4076,13.6867,0,6.1161,3.218,0.0021,0.0946,9,0,9.5551,0,0,0,20.3131,15.6936,0,0.059,5.9232,2.101,3.4779,0.1749,0,0,0,0,0,0
"Iran",823.6,66.7539,0,3.9,0,0,0,0.1233,0.059,0,9.0003,0.0842,9,0,0,11.0121,0,0.0228,0,0,0,0.0732,0,0.339,0.2211,0,0,44.591,31.9885,30.689,0.2821,0.0109,92.974,362.958,6.734,637.5615,34.1103,817.1086,98.2713,6.7188,777.826,0,0,471.6694,432.6175,0,57.1907,3201.4648,234.915,311.9809,43.7,147.1,1.0717,553.2896,0,0.4194,0.1626,9.91,0,0,0,27.23,722.8,1.4131,20.11,0,529.5,99.8,0.0047,0.0451,0,28.3,0.089,6.5057,0.6,191.5141,87.8888,60.0404,38.1145,172.9012,0.0535,0,9,0,0,9,0,16.1489,0,0,0,0.0747,0,9.0015,0,0,0,0,0.0071,0,0,0.1,9,0,0,0,20.5412,0.11,12.5719,0,0,0,0.3,0,0,3.4,0,5.1889,0,0,9,0,0,0,43.4313,9,0,0,102.607,6.882,4.9069,0.88,7.02,0,353.5,0,0.7953,17.4828,33.02,2.8299,0,37.5964,0.0354,63.45,9,18.8231,872,1.4542,0,17.97,13.9,0.6,0.7,11.21,15.984,9,122.1,0.5,624.3,91.0628,106.0112,0,108.722,35.8296,0,55.2636,9.0104,9,473.8446,0,0,6.7,15.5185,570.928,0,0.482,469.2827,390.4652,0,43.8712,9,0,0,0,0,0
"Turkey",2070.2,72.5898,0.177,0.457,0,0.178,1.892,1.4647,0.342,0,0.075,0.1744,0.0301,0,0,10.8925,0.003,0.0356,0.176,0,0.131,1.2122,1.074,13.685,2.4089,0,0.0398,1.168,7.1401,136.0697,0.0848,0.1606,17.116,111.582,0.009,747.3866,36.0825,263.7402,416.0172,28.4428,1134.5341,0,0,504.678,181.2403,0,0.1582,506.2795,25.884,86.4564,72.5,75.4869,24.9704,1763.611,0,11.503,12.4394,9.486,11.864,0,2.291,7.266,16.244,9.4297,86.234,28.5,154.6,880.8,2.554,4.5827,6.7,432.3,7.652,0.2407,13.509,38.872,149.6893,348.1175,31.5223,58.5633,1.0094,0,0,0,0,0.178,0.15,2.5431,0.4414,0,0.0318,0.4408,1.375,0.0823,6.23,0.485,3.024,0.247,0.6533,7.954,0.426,0.1119,0,1.0877,0.308,0.633,0.726,3.42,0,0,1.533,0.937,10.418,0,0.392,0,0.2358,0.9179,0.104,57.456,0,0,0,0,0.2415,0,4.4198,0,18.312,86.474,4.9176,137.5,3.035,353.5,0,142,32.3209,156.5755,105,66.1816,36.8,769.7864,140.5746,38.2,14.72,9.9176,150,11.0573,0.44,13.3,2.5709,6.79,206.7,30.7,243.551,0.06,288,22.873,470.4,1447.6035,121.9791,0,44.4192,16.8152,0,6.1731,0.4358,0,36.8797,0,0.161,8.163,79.9882,13.1145,0.222,1.094,60.2138,143.0605,0,46.5079,0,0,0,0,0,0
"Iraq",4.51,0.7241,0,0,0,0,0,0,0,0,9,0,0,0,0,0.0253,0,9,0,0,9,0,0,0,0.3355,0,9,0,0.1155,2.233,0.0897,0,0,0,0,19.6728,6.1152,21.355,16.2116,1.1084,1.6388,0,0,19.8892,1.661,0,0.2089,45.3676,0.2047,2.392,0,0,0.0002,0.5813,0,0,0,0,0,0,0,0.059,25.4618,0.0829,0,0,0,0,0,9,0,0,0,0,9,0,0.2362,4.1761,0,11.6374,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,9,0.001,0,0,0,0,0,7.6539,0,0,0,142,0,0.1056,0.042,0,320.0435,10.6364,0,0,0,0,0,0,0,0,0,0.0426,0,0,0,4.7144,0,0.308,0,0,0.7065,4.7523,0,17.8801,0,0,0.0033,9.0575,0,0.0218,9,0,12.5412,2.5367,0,0,0.011,0.1968,18.6236,0,0,0,0,0,0,0,9
"Egypt",565.9768,31.9527,0.006,1.1345,0,0.091,0.1766,0.034,0,0.0709,0.0103,0.0001,0,0.0032,0,1.1477,0,0.1189,0,3.1396,0.0032,0.0047,0,1.3318,0.0662,0.0103,0,0.1224,0.0632,101.1498,0.3965,0.0035,0.6084,70.2525,0.1043,52.877,108.2816,234.0407,95.0233,6.4967,247.8355,0,0,205.3601,95.1834,0,86.3634,623.4313,40.8179,48.1754,24.0336,130.2048,17.0662,235.0062,0,0.9491,0.1216,7.549,9.4125,0,5.4331,17.213,367.9757,11.2781,7.9423,0.0522,11.0752,0.9738,2.6538,0.0617,0.8223,50.7464,0.4482,0,0.0885,0.0219,113.135,186.2686,3.7895,74.9444,0.0016,0,0.0017,0,0,0.0366,0.2787,0.3704,0.0598,0.0755,0.0517,0.3139,0.2877,0.0745,0.275,0.1107,0.1967,0.0204,1.1387,3.2132,0.0217,0.0309,0.1151,0.2331,3.252,2.1398,47.9256,2.0884,0.0099,0.4716,0.7463,2.4679,0.8985,9,0.7006,0.7047,0.0629,2.3839,6.477,2.1813,0,0.0014,0,0.5092,0.0955,0,0.0567,0.0527,10.1266,48.1936,19.4169,41.2086,21.1984,0.7953,32.3209,0.1056,0,46.9028,14.8007,39.9814,3.1066,151.2212,34.1912,34.3554,4.7619,12.665,51.2141,3.4709,0.3439,0.1368,0.0144,0,0.1505,5.5604,136.2344,0.0101,130.4022,0.0043,31.1504,265.0841,327.8569,0.0222,5.6783,3.4556,0.045,1.4309,9.0004,0.0075,12.3142,0.2909,0.0317,0.93,91.0866,55.1513,0,3.109,64.6825,195.5884,0,24.7808,0,0,0,0,0,0
"Syria",122.0071,29.8457,0,14.8559,0,9,0,0.0133,0.002,0,0.0138,0,9,0,0,0,0,1.4225,0,0,0,0,0.0287,0.108,0.2432,0,9,0,1.8411,52.8293,0.1608,0.0891,0.244,42.9767,0,47.1177,4.4498,105.9331,127.3436,8.7064,12.3808,0,0,23.9193,235.4366,0,20.9116,295.3724,25.5559,3.8402,44.8271,0,47.1449,87.7971,0,0.0621,9.1097,1.04,0,0,0,2.855,27.9387,37.1212,85.2682,0.4,176.9054,37.2,0.1009,0,0,0,7.805,0.7809,0.553,0.0211,16.2655,44.608,3.227,9.1155,0,0,0,0,0,0,0,0.2744,0,0.1081,0,0.3487,9,0.0009,0,9,0,9,0,0,0,9,0,0,0,0,0,0,0,9,0.1132,0,0,0,9,0,0.0001,0.5159,0,0,0,0,0,0,0.0341,0,0,0,0.7247,10.0692,0.5313,17.1456,4.2929,17.4828,156.5755,0.042,46.9028,0,298.9954,26.189,9,72.5808,3.3772,58.8849,7.7619,7.6314,28.4,4.5337,9,0,0,0,0,0,92.0321,0,0,0,139.2,322.2849,28.163,0,2.2443,7.0936,9,34.2844,0,0,26.9196,0,9,0,22.8378,24.45,0,0.759,0.4455,2.7994,9,5.3758,0,0,0,0,0,0
"Lebanon",386.36,24.3479,8.6507,0,0,0,0,0.0024,0,0,0,0,0,9,0,2.6785,0.0006,0,0,0,0,0.6859,0.0133,1.47,0.4147,0,0,0,1.5125,60.5066,0,0.022,2.1821,17.3085,0.2237,207.7429,17.3581,97.9242,135.2716,9.2484,426.9848,0,0,53.7173,98.766,0,9.7821,324.7354,40.5407,24.3317,25.75,4.2407,14.015,683.1378,0,0.0266,0,0.04,0,0,0,2.262,107.2022,117.839,6.1083,0.67,32.46,1.75,0.2194,4.0809,0,0,0.3421,0.1968,0.5896,0.9263,25.3072,22.5302,4.3516,39.3032,0.0178,0,9,0.0033,0,0,0,0.8985,0.0494,0.0759,0,0.6226,0,0.3664,0,0.0549,0.1816,0.7251,0.2366,1.7282,0.3469,0.1828,0,0.1836,0,0,0.3672,0.0074,0,0,0,0.5668,0,9,0,0,0.456,0.9205,0,8.9119,0,0,9,9,0,0,0,0,1.4155,4.1995,1.4879,17.3969,6.9745,33.02,105,0,14.8007,298.9954,0,7.1025,0,61.7619,0.5111,0,11.8826,10.3846,68.9127,0.2863,0,0,9,0,0,0,85.9797,0,81.402,0,78,108.7081,8.0419,9,2.972,0.7545,0.0598,6.5125,0.0004,0,35.5507,0,0,0.0044,10.8133,33.518,0,2.7146,16.16,6.5985,0,0.4704,9,0,0,0,0,9
"Jordan",429.4803,11.1228,0,0.144,0,0,0.0264,0.0024,9.012,0,0.0559,0.0004,0,0,0,0.953,0,1.3927,0.2269,0,0,0.2547,0.0115,0.727,0.5884,0,0,0.3422,0.4145,52.8889,0.0074,0,0.2996,11.7744,0.0524,151.7797,9.8534,71.6195,77.3702,5.2898,139.3938,0,0,28.8365,41.507,0,1.9781,285.4385,6.8549,34.1604,13.9786,11.8968,5.7323,184.1874,0,0.1614,0.017,1.2517,0.9005,0,0.2975,3.5879,16.1952,5.1655,27.4948,0.2052,38.0459,40.5784,0.0034,0.0598,0,44.8886,0.809,0.0006,0,0.0413,15.6638,36.0391,1.2253,19.834,0,0,0,0,0,0,0,0.0003,0.0071,0.0024,0,0.1679,0,0.0109,0,0,0.052,0,0,0.2488,0,0,0,0,0,0.8773,0.9475,0.1251,0,0,0.0429,0.6941,2.4841,0,0.0787,0.0267,0,26.4674,0.9786,0.0014,0,0,9,0,0.0195,0.0194,10.0861,0,2.4535,1.0344,0.5583,18.4245,4.0836,2.8299,66.1816,320.0435,39.9814,26.189,7.1025,0,0,37.3281,21.5277,2.7112,5.9934,13.8493,53.2922,1.3088,0.2165,0,0.0087,0.4,0,3.0764,32.6835,0,48.6082,0.0595,75.2957,188.0874,42.8099,0,0.051,2.6065,0.0097,8.3393,9,4.173,38.8084,1.3919,0,0.0922,34.9339,6.235,0.0022,4.5838,3.4719,39.9433,0,23.0577,9,0,0,0,0,9
"Israel",980.3999,23.1308,0.08,0,2.97,2.97,0.88,0.7296,0.735,0,0.0174,0.1093,0.0279,0,0,45.7398,0.0855,3.1027,1.8,0.3724,0.4,6.0008,12.0482,16.247,10.9251,0,0,4.229,7.2823,23.0125,1.3874,1.1078,23.116,5.183,43.026,947.0628,32.0634,209.4411,1972.4073,134.8522,115.4623,0,0,1331.9187,14.7125,0,113.4549,1258.1038,20.198,35.6475,4.8,11.5245,1.0556,1074.7061,0,1.8544,0.1244,0.8,4,0,6.74,0.284,3.187,11.1584,3.07,6,14.2,85.1,0.244,0.8461,0.9,15.73,0.413,0,0.859,1.7816,77.2496,222.006,6.7117,90.1684,0.6036,0,0,9,0,0,0,0.0293,0,0,0,0.4658,0.33,0.1,4.29,0.11,2.53,0.11,0.0177,26.2,34.09,0.0037,0,0.04,1.1,0,7.9459,0.74,0,0.22,9,0,25.064,0,0,0,0.152,6.1516,0.11,117.7,9,0,0,0,0.0066,9,4.5464,9,0,0,0,0,0,0,36.8,10.6364,3.1066,9,0,0,0,0,9,0,0,0,0,0,0,1.1,0.5,0,3.81,38.28,43.024,0.01,172.1,0,3.6,262.5845,116.6513,0,0,0,0,7.3,0,0,0.5263,0,0,0.179,0,41.6216,0,161.706,0,85.7729,0.22,21.4419,9,0,0,0,0,0
"Saudi Arabia",2630.1191,145.8394,0,0.2045,9,0,0,0.0899,0.0974,0.5485,0,0.009,9,0,0,11.9057,0,20.45,0.517,0.4,0,0,0.0109,28.4995,2.8768,0,0.1802,3.8035,3.5664,1341.4178,0.422,0.3982,43.2452,49.6543,3.6692,1195.6449,98.7259,1096.9708,337.5799,23.0801,1510.6217,0,0,855.7552,739.5182,0,179.0473,664.2941,29.7176,4.5443,14.9963,49.3514,3.008,294.1925,0,1.0489,0.344,0.192,10.619,0,0.1397,2.889,188.3072,12.1117,15.3785,10.4975,0.5599,11.857,0.185,0.1762,0,9,2.9717,9.2326,9,5.4078,86.1551,0.7944,19.8371,119.0695,0.486,0,0,0,0,0,0.1974,0.8934,0,0.2241,0.219,0.9039,0,0.1814,0,0,3.9346,0,0.3282,76.8432,0,0.0059,0,0.0424,0,8.444,74.9169,126.2987,0.2302,0,35.4321,47.5655,139.0941,37.7461,0,3.6925,34.7182,4.9058,2.4182,1.173,0,0,3.4497,32.6443,8.4449,0.5114,3.3432,0,331.4698,15.523,6.0538,2.4937,69.926,37.5964,769.7864,0,151.2212,72.5808,61.7619,37.3281,0,0,171.385,387.3123,1307.9109,17.0987,208.3487,49.5843,0.5004,0,0,0.1,0,0,510.8656,0.1722,791.3041,45.9485,2981.6124,5366.5559,1085.8668,0,318.6619,97.4454,0.6147,19.4718,0.1553,0.2985,207.1591,0,0.4045,0.7279,68.3219,2800.532,0.2024,687.6176,2.215,443.9033,0,96.6743,0,0,0,0,0,0.4299
"Yemen",160.3748,2.0163,0,0.0818,9,9,0,0,0,0,0,0.0001,9,0,0,0.0007,0,0.0455,0,0.0979,9,0,0,1.8586,0,0,0,0,0.0528,63.5614,0.0001,9,0.9564,4.0704,0,122.4348,5.7196,115.0735,96.2214,6.5786,159.9876,0,0,6.429,6.3516,0,0.7227,20.3183,0.0123,9.4879,8.2583,9,0.8785,35.8008,0,0.1438,0,0,0,0,0,1.134,22.7833,3.0554,6.3316,0,28.0401,7.9,0.0186,0.4745,0,9,9.398,0,0,0,4.6874,16.4047,0.0854,18.0978,0,0,9,9,9,0,9,0.0024,0,0,0.0035,0.007,0.0165,9,0,0,0,0,0,0.0279,9,0,0,0,0,0.0254,0.3385,0.0586,0,0,28.3297,42.1486,1.4141,0,0,0,0.0001,2.3719,0,0,0,9,0,9,0.0175,9,0,31.2456,0.1275,0.009,0.1145,0.5562,6.6254,0.0354,140.5746,0,34.1912,3.3772,0.5111,21.5277,9,171.385,0,10.2502,7.0691,0.2039,266.0021,0.6456,0,0,0,0,0,0,162.6271,0,10.4286,0.9998,60.2315,95.8415,62.4698,9,9.3278,5.1329,0,6.281,9,9,25.8767,9,9,4.623,140.9006,96.0965,9,0.0172,18.917,22.4788,9,6.8374,9,9,0,0,0,9
"Kuwait",893.61,25.7977,0,0,9,9,0,0,0,0,9,0,0,0,0,4.4539,0,2.0453,0,0,9,0,0,0.4523,0.0033,0,0,0.1881,0.0121,290.9346,0,0.042,2.6846,5.1964,0.1342,191.708,27.8211,1209.7242,75.6574,5.1726,716.2685,0,0,79.6821,20.6333,0,3.5369,552.4812,7.2661,27.068,23.32,0.5195,0.2929,330.8372,0,2.237,0.5609,0.272,0,0,0,2.193,3.5972,9.0295,0,0,14.63,16.17,0,0,0,9,9,0,9,0,26.8938,81.1186,3.8736,46.3403,0,0,0,0,0,0,9,0.0099,0.0035,0,0.0035,0.5693,0,9.0038,0,9,0,0,0,0,0,0,0,0,0,0,0.4596,0,9,0,0,0,0,0,0,0,0.0035,2.8681,0,1.4449,0,0,0,0,0,0,0,0,81.4147,0,0.9925,0,0,63.45,38.2,0,34.3554,58.8849,0,2.7112,0,387.3123,10.2502,0,0,9.9725,58,2.2055,0,0,0,0,0,0,84.144,0,155.3504,0,596.52,619.7963,959.0293,0,317.5695,1.4704,0,3.016,0.0005,0,50.3087,0,0,2.8875,41.3263,599.727,0,181.3101,8.6927,18.1785,0,16.3647,9,0,0,0,0,0
"Bahrain",609.01,3.9172,0,0,0,0,0.7588,0.0009,0.001,0,9,0,9,0,0,0,0,0,0,0,0,0.4346,0,0.0267,0,0,0,0,0.0055,46.0878,9.0068,0,1.3159,0.7271,0.0517,170.668,11.7831,37.1065,29.1191,1.9909,121.3748,0,0,79.0971,12.9066,0,1.2342,133.2512,0.2664,4.6855,0,0.0371,0.0912,71.6166,0,3.3057,0,0,0,0,0,0.168,2.9588,2.7451,0,0,0.77,0.03,0,9,0,0,0,0,9,0,7.3592,0.7521,6.4957,21.0781,0,0,0,0,0,0,9,0.0014,0,0,0,0,0,0,0,0,0,0.017,0,0,9,0,0,0,9,0,7.1609,2.7461,0,9,0,16.4574,0,0,0,0,0,0.0298,0,21.4918,0,0,0,9,0.0062,9,0.7366,0.0386,0,0.019,4.8763,0.2095,0,9,14.72,0,4.7619,7.7619,11.8826,5.9934,0,1307.9109,7.0691,0,0,10.6778,66.4923,62.3331,0,0,0,0,0,0,37.0588,9,68.1116,9,96.84,130.2944,466.2613,0,130.4349,0.3349,0.0637,4.1366,0.0035,0,8.2981,0,0,0.248,2.6064,91.4362,0,1.1188,5.2613,21.4065,0,5.895,0,0,0,0,0,9
"Qatar",147.7648,4.1798,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,9,0.032,0,0,9.0258,9,0,29.8126,0.0073,0,3.7283,1.8681,0,164.3367,6.6693,33.353,22.9789,1.5711,57.7961,0,0,26.5989,12.9749,0,0.4662,141.7904,0.762,8.4448,0,9,0.2362,84.8059,0,0.6191,9,0,0,0,0,0.434,4.0375,2.5723,0,0,0.4,7.6,0,0,0,0,0,0,0,0,2.6107,9.1209,2.2527,13.4395,0,0,0,0,0,0,0,0.0002,9,0,0,0.0173,0,9,0,9,0.0044,0,0,0.1224,0,0,0,9,0,0,0.0147,27.0598,9,9,0,9,0,0,9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0.008,0.4503,0.0221,0.1351,18.8231,9.9176,0,12.665,7.6314,10.3846,13.8493,0,17.0987,0.2039,9.9725,10.6778,0,13.044,0.7053,9,0,9,0,0,0,14.8791,0,41.3286,9,272.2461,1811.2841,63.9283,0,133.6581,0.4847,9,0,9.0001,0,8.759,9,0,9.23,0.7806,100.638,9,25.74,4.2555,24.0945,9,2.776,0,0,0,0,0,0
